IMDbId,keywords
tt0046183,children|boy|captain|hook|captain-hook|hero|native-american|island|pirate|crocodile|fairy|first-part|walking-the-plank|hook-for-a-hand|scene-at-a-window|england|london-england|brother-brother-relationship|bed|teddy-bear|sky|swallowed-whole|cigar-smoking|map|thermometer|waterfall|rhinoceros|hippopotamus|sword|duel|monkey|cloud|jungle|boat|good-versus-evil|fight|pirate-ship|cave|brother-sister-relationship|husband-wife-relationship|seagull|sea|boy-with-glasses|mother-son-relationship|father-son-relationship|mother-daughter-relationship|father-daughter-relationship|magic|gang-that-lives-together|outlaw-gang|friends-who-live-together|disney|native-american-girl|magical-dust|fox|skunk|orphan|bear|rabbit|raccoon|little-girl|dual-role|1900s|2d-animation|lifting-someone-into-the-air|delayed-gravity|tuxedo-dickey|wagging-finger|surrealism|big-ben-london|spool-of-thread|tinker-bell|never-neverland|dog-as-assistant|flying-boat|goofy-holler|autonomous-shadow|flying-girl|city-of-children|mythology|kidnapping|family-relationships|crowing|wound|rescue|nanny|motherhood|maturation|jealousy|impersonation|hideout|explosive|dream|dog|attempted-murder|flying-boy|swashbuckler|journey|friendship|fantasy-world|coming-of-age|girl|little-boy|racial-stereotype|rotoscoping|blockbuster|sword-fight|mermaid|flying|hook-for-hand|secret-hideout|timebomb|clock|follow-the-leader|childhood|based-on-novel|based-on-play|title-spoken-by-character|character-name-in-title|magical-world|pirate-captain|child-protagonist|pipe-smoking|chief|shadow|narrator|cannonball|princess|anger|umbrella|animal-costume|hair-covering-breasts|seashell-bikini
tt0046247,crucifixion|persecution-of-christians|roman-empire|reference-to-jesus-christ|sword-fighting|slave-market|christianity|refusal-to-talk-under-torture|torture-chamber|bare-chested-male|gladiator|caligula|historical-event|ancient-rome|bare-chested-male-bondage|hairy-chest
tt0045888,wax|sculptor|fire|wax-museum|morgue|costume-horror|reference-to-abraham-lincoln|early-3d|lifting-someone-into-the-air|disfigured-face|reference-to-marie-antoinette|horror-movie-remake|reference-to-john-wilkes-booth|insurance-fraud|strangulation|remake|pocket-watch|lincoln-assassination|faked-handicap|fainting|explosion|drinking|blood|revenge|police|new-york-city|deaf-mute|arson|blockbuster|cancan-dance|guillotine|melting-face|disfigurement|murder|wheelchair|paddleball|mask|3-dimensional|death-of-friend|title-spoken-by-character
tt0046303,admired-by-a-child|man-boy-relationship|family-relationships|drink-thrown-into-someone's-face|cemetery|bare-chested-male|settler|gun|cattle|wyoming|forename-as-title|crossing-a-creek|pretending-to-shoot-a-gun|yelling-after-someone|starting-over|colt|being-watched|watching-someone|cattleman-versus-farmer|sleeping-in-a-barn|swinging-bar-doors|cow|uprooting-a-tree-stump|bar-shootout|drifter|outlaw|cold-blooded-killer|bar-fight|cowboy|19th-century|evil-man|tears|target-practice|running|nightshirt|mysterious-stranger|lord's-prayer|fence|father-son-relationship|farm-hand|fainting|echo|drink|drinking|dog|death|death-of-husband|dead-body|dancer|creek|covered-wagon|community|coffin|clothing|chopping-wood|chair-broken-over-someone's-head|card-playing|calf|book|blood|blacksmith|bedtime-story|beating|bartender|axe|anniversary|hero|tree-stump|fire|dancing|civil-war-veteran|brawl|arson|you-talkin-to-me?|character-name-in-title|gunslinger|cheyenne|homestead|cattleman|gunfighter|farm|homesteader|cheyenne-indian|one-against-many|outnumbered|punch-up|throwing-a-drink-on-someone|goading|horseback-riding|individuality|montage|wading-across-a-creek|saddle|barking-dog|honor|trust|little-girl|independence-day|intimidation|shooting-a-gun-into-the-air|cheyenne-wyoming|head-wound|turpentine|peppermint-candy-stick|hit-on-the-head|hit-with-a-stick|bloody-face|hit-with-a-chair|old-man|rain|street-shootout|gun-battle|old-west|quick-draw|pistol|small-western-town|tough-guy|main-character-shot|widow|land-baron|cowardice|wound|wooden-gun|whiskey|wedding-march|wedding-dress|wedding-anniversary|violence|unity|ultimatum|toast|thunder|taunting|talking-through-a-window|swedish-immigrant|stranger|standing-in-the-rain|squatter|song|sodbuster|soda-pop|six-shooter|singing|singer|showdown|shovel|shotgun|shot-in-the-chest|shopping|shootout|shooting|shell|setting-a-fire|rope-knot|rocking-chair|river|rifle|retreat|reading|prayer|pot-belly-stove|pony|pleading|pipe-smoking|pig|pig-farmer|party|neighbor|murder|murder-of-husband|murder-of-father|mud|mountain|mother-son-relationship|mother-daughter-relationship|merchant|meeting|machismo|love-triangle|looking-through-a-window|lawlessness|lantern|land-claim|knocked-unconscious|kiss|jug|jealousy|immigrant|hymn|husband-wife-relationship|horse|horse-race|horse-and-wagon|hit-with-an-axe-handle|hit-on-the-head-with-a-gun|hired-hand|henchman|hat|hate|handshake|gun-holster|grief|garden|gardening|frontier-town|friend|friendship|food|fireworks|fight|fear|falling-off-a-balcony|ex-confederate|driven-off-one's-land|deer-antlers|crying|cigar-smoking|celebration|catalogue|candy-cane|cabin|burning-a-house|bully|buckskin|brother-brother-relationship|bronc-buster|breast-feeding-pony|bravery|bragging|braggart|breaking-a-bottle-over-someone's-head|anti-violence|american-flag|alabama|one-word-title|revenge|precocious-child|maverick|barroom-brawl|blockbuster|stoicism|stampede|saloon|rainstorm|pistol-whip|melodrama|loss-of-husband|insult|hired-gun|harmonica|general-store|funeral|fourth-of-july|foot-pursuit|fistfight|farmer|deer|apology|1870s|gunfight|rancher|death-of-father|based-on-novel|title-spoken-by-character
tt0045546,monster|arctic|dinosaur|paleontologist|rhedosaurus|lighthouse|new-york-city|atomic-bomb|sea-monster|giant-monster|nuclear-testing|trawler|disaster-in-new-york|contamination|high-voltage|militia|radio-broadcast|police-force|submersible|destruction|north-pole|museum|prehistoric-creature|mushroom-cloud|radiation|expedition|bare-chested-male|manhattan-new-york-city|trail-of-blood|reference-to-judy-garland|reference-to-galileo|reference-to-clark-gable|animal-blood|animal-attack|sharpshooter|monster-terrorizes-city|live-dinosaur|frozen-alive|mesozoic|marksman|fishing-village|diving-bell|coast-guard|canada|bazooka|atomic-energy|eaten-alive|crushed-car|rampage|brooklyn-bridge|paleontology|psychiatrist|roller-coaster|city-in-panic|radioactive-shell|amusement-park|scientist-hero
tt0046248,helmet|gorilla|blond-boy|kiss|cult-film|post-apocalypse|bare-chested-male|triceratops|superhuman-strength|man-versus-robot|man-monster-fight|loss-of-sister|loss-of-husband|loss-of-daughter|immunity|death-of-title-character|brontosaurus|alien-ruling-earth|monster-loves-woman|woolly-mammoth|watching-tv|volcano|volcanic-eruption|unconsciousness|televiewer|survival|surrender|stock-footage|spacecraft|sleeping|robot|ripping-clothes|research-assistant|professor|prehistoric-monster|outer-space|nightmare|murder-of-daughter|mother-son-relationship|mother-daughter-relationship|monster|low-budget-film|light-bulb|last-man-on-earth|kidnapping|husband-wife-relationship|german|father-son-relationship|father-daughter-relationship|explosion|death|death-of-daughter|crew-on-camera|creature|canyon|bumping-head|buffalo|brother-sister-relationship|blouse|blood|antibiotic|antenna|airplane|it-was-all-a-dream|female-tied-up|dead-children|action-hero|desert|child-in-peril|california|end-of-the-world-scenario|apocalypse|end-of-the-world|mass-murder|black-comedy|psychotronic|cult|b-movie|widow|wedding|toy-gun|tied-up|scientist|ruin|rocket|ring|ravine|picnic|nuclear-explosion|moral-dilemma|lightning|grave|genocide|funeral|earthquake|death-ray|communications-equipment|city-in-ruins|boy|vaccine|serum|end-of-mankind|cave|archeologist|strangulation|space-station|murder|dream|child-strangling|child-murder|alien-invasion|stop-motion-animation|negative-footage|dinosaur|3-dimensional|surprise-ending
tt0046521,friend|girl|small-town|religious-object|pregnancy|money|marriage|drinking|fictional-variety-show|rooster-crowing|looking-for-a-person|runaway-wife|half-wit|philanderer|masquerade|masquerade-ball|moustache|young-wife|cheating-husband|religious-shop|wedding-imposed-by-pregnancy|goodbye-at-train-station|dysfunctional-marriage|teenage-pregnancy|unwanted-pregnancy|writer|whistle|wedding|watching-a-movie|wager|vaudeville|urination|typewriter|truck|trenchcoat|transvestite|tourist|toothache|thirty-something|thief|theft|theatre|theatre-production|theatre-audience|tenor|teacher|suitcase|street-cleaner|storm|socialist|skirt-chaser|sirius-the-star|sideburns|semi-autobiographical|school|sadness|runaway|rooftop|rome-italy|robbery|rimini-italy|reference-to-henrik-ibsen|reference-to-gary-cooper|reference-to-franca-marzi|reference-to-esther-williams|reference-to-ernest-hemingway|reference-to-ginger-rogers|reading-a-play-aloud|rain|railroad-station|radio|priest|pool-hall|police|police-station|poet|playwright|playing-pool|pipit|pajamas|orchestra|obscene-gesture|nun|neighbor|nanny|monk|monastery|mentally-challenged-person|melancholy|matches|mass|mambo|mama's-boy|loan|lire|lipstick-on-face|lightning|lecher|leaving-home|kick-the-can|jeep|jealousy|horse-and-carriage|hoodlum|homosexual|helmet|hangover|grandmother-granddaughter-relationship|grandfather-grandson-relationship|goatee|garden|food|flying-machine|flowers|fear|father-in-law-daughter-in-law-relationship|fate|fainting|face-slap|face-mask|fired-from-the-job|employer-employee-relationship|eating|drunkenness|drums|drummer|dog|doctor|disgrace|dance|cross-dressing|coward|courtyard|costume|convent|confetti|climbing-a-tree|chorus-girl|children|catholic|catholic-church|card-playing|car-breakdown|candle|camera|broke|boy|borrowing-money|boat|boardwalk|bicycle|beauty-queen|beauty-contest|beating|band|backstage|baby|aunt-nephew-relationship|arrest|anniversary|anguish|angel-statue|adriatic-sea|actress|actor|voice-over-narration|unfaithfulness|twenty-something|teenage-boy|tears|song|slacker|singing|singer|sexist|sexism|seacoast|restaurant|recording|record-player|pier|photograph|photographer|mother-son-relationship|mother-daughter-relationship|male-camaraderie|machismo|love|kiss|infidelity|husband-wife-relationship|group-of-friends|gramophone|fishing|fisherman|father-son-relationship|father-daughter-relationship|farewell|family-relationships|drink|dock|dancing|dancing-in-the-street|dancer|crying|cigarette-smoking|cafe|brother-sister-relationship|beach|adultery|1950s|youth|unemployment|provincial-life|laziness|irresponsibility|immaturity|idler|generation|frustration|friendship|extramarital-affair|dreamer|coming-of-age|aspiring-writer|neorealism|carnival|train|death-of-mother
tt0046712,island|japanese|officer|voice-over|stranded|seaman|narration|hammock|lust|shell|murder|jealousy|husband-wife-relationship|sexual-desire|gun|female-nudity|castaway|wilderness|woman-in-jeopardy|hut|jungle|storytelling|ship|sailor|oneiric|narrator|fight|drunkenness|cult-director|one-word-title|japan|world-war-two|based-on-novel|based-on-true-story
tt0046004,boy|beach|title-directed-by-female|f-rated|child|pony|missing-child|runaway|coney-island-brooklyn-new-york-city|brooklyn-new-york-city|amusement-park|new-york-city|independent-film
tt0046478,samurai|civil-war|ambition|japan|16th-century|pottery|tragedy|palace|marriage|loss-of-wife|bigamy|ghost|greed|rural-setting|based-on-novel|farmer|lake|potter|street-market|soldier|ruins|rowboat|priest|grave|brothel|warlord|rape|murder|buddhism|dress|desire|writing-on-a-corpse|pillaging|decapitation|marital-desertion
