IMDbId,IMDb_score,box_office_rank,genre_list,release_year,title
tt0099785,7.5,1,"Comedy, Family",1990,Home Alone (1990)
tt0099653,7.0,2,"Drama, Fantasy, Romance",1990,Ghost (1990)
tt0099348,8.0,3,"Adventure, Drama, Western",1990,Dances with Wolves (1990)
tt0100405,7.0,4,"Comedy, Romance",1990,Pretty Woman (1990)
tt0100758,6.7,5,"Action, Adventure, Comedy",1990,Teenage Mutant Ninja Turtles (1990)
tt0099810,7.6,6,"Action, Adventure, Thriller",1990,The Hunt for Red October (1990)
tt0100802,7.5,7,"Action, Sci-Fi, Thriller",1990,Total Recall (1990)
tt0099423,7.1,8,"Action, Thriller",1990,Die Hard 2 (1990)
tt0099422,6.1,9,"Action, Comedy, Crime",1990,Dick Tracy (1990)
tt0099938,6.1,10,Comedy,1990,Kindergarten Cop (1990)
tt0099088,7.4,11,"Action, Adventure, Comedy",1990,Back to the Future Part III (1990)
tt0100404,6.9,12,"Mystery, Thriller",1990,Presumed Innocent (1990)
tt0099371,5.9,13,"Action, Drama, Sport",1990,Days of Thunder (1990)
tt0099044,5.8,14,"Action, Comedy, Crime",1990,Another 48 Hrs. (1990)
tt0098966,5.3,15,"Comedy, Drama, Family",1990,3 Men and a Little Lady (1990)
tt0099141,5.9,16,"Action, Comedy",1990,Bird on a Wire (1990)
tt0099674,7.6,17,"Crime, Drama",1990,The Godfather: Part III (1990)
tt0099582,6.6,18,"Drama, Horror, Sci-Fi",1990,Flatliners (1990)
tt0100157,7.8,19,"Crime, Drama, Thriller",1990,Misery (1990)
tt0099487,7.9,20,"Drama, Fantasy, Romance",1990,Edward Scissorhands (1990)
tt0100419,5.3,21,"Comedy, Family",1990,Problem Child (1990)
tt0099052,6.4,22,"Comedy, Fantasy, Horror",1990,Arachnophobia (1990)
tt0099077,7.8,23,"Biography, Drama",1990,Awakenings (1990)
tt0100050,4.5,24,"Comedy, Family, Romance",1990,Look Who's Talking Too (1990)
tt0099739,5.7,25,"Action, Crime, Drama",1990,Hard to Kill (1990)
tt0099685,8.7,26,"Crime, Drama",1990,Goodfellas (1990)
tt0100114,5.9,27,"Action, Adventure, Crime",1990,Marked for Death (1990)
tt0100502,5.8,28,"Action, Crime, Sci-Fi",1990,RoboCop 2 (1990)
tt0100994,6.4,29,"Action, Western",1990,Young Guns II (1990)
tt0099700,6.3,30,"Comedy, Fantasy, Horror",1990,Gremlins 2: The New Batch (1990)
tt0100507,5.2,31,"Drama, Sport",1990,Rocky V (1990)
tt0099892,5.7,32,"Comedy, Romance",1990,Joe Versus the Volcano (1990)
tt0100395,6.7,33,"Comedy, Drama",1990,Postcards from the Edge (1990)
tt0100140,6.6,34,"Comedy, Drama, Romance",1990,Mermaids (1990)
tt0099365,6.4,35,"Action, Crime, Fantasy",1990,Darkman (1990)
tt0099005,5.7,36,"Action, Comedy",1990,Air America (1990)
tt0100403,6.2,37,"Action, Horror, Sci-Fi",1990,Predator 2 (1990)
tt0099699,6.2,38,"Comedy, Drama, Romance",1990,Green Card (1990)
tt0100318,6.4,39,Thriller,1990,Pacific Heights (1990)
tt0099253,5.7,40,"Horror, Thriller",1990,Child's Play 2 (1990)
tt0100477,6.9,41,"Animation, Adventure, Crime",1990,The Rescuers Down Under (1990)
tt0099850,6.5,42,"Crime, Drama, Thriller",1990,Internal Affairs (1990)
tt0099204,5.6,43,"Comedy, Crime",1990,Cadillac Man (1990)
tt0100133,6.9,44,"Action, Drama, War",1990,Memphis Belle (1990)
tt0099800,6.3,45,"Comedy, Music, Romance",1990,House Party (1990)
tt0099871,7.5,46,"Drama, Horror, Mystery",1990,Jacob's Ladder (I) (1990)
tt0099528,6.3,47,"Drama, Horror, Mystery",1990,The Exorcist III (1990)
tt0100232,5.5,48,"Action, Adventure, Thriller",1990,Navy Seals (1990)
tt0099512,5.4,49,"Comedy, Crime, Family",1990,Ernest Goes to Jail (1990)
tt0099654,4.3,50,"Comedy, Family, Fantasy",1990,Ghost Dad (1990)
tt0100029,6.1,51,"Action, Crime, Drama",1990,Lionheart (1990)
tt0100212,6.2,52,"Comedy, Crime",1990,My Blue Heaven (I) (1990)
tt0100530,6.1,53,"Drama, Romance, Thriller",1990,The Russia House (1990)
tt0099578,5.7,54,"Crime, Horror, Thriller",1990,The First Power (1990)
tt0100514,5.8,55,"Action, Comedy, Crime",1990,The Rookie (1990)
tt0099615,6.5,56,"Comedy, Crime",1990,The Freshman (1990)
tt0098987,6.3,57,"Action, Adventure, Comedy",1990,The Adventures of Ford Fairlane (1990)
tt0102744,6.8,58,"Action, Adventure, Drama",1990,Quigley Down Under (1990)
tt0100087,5.3,59,Comedy,1990,Madhouse (1990)
tt0099726,6.8,60,Drama,1990,Hamlet (1990)
tt0100691,6.0,61,"Drama, Romance",1990,Stella (1990)
tt0103035,6.4,62,Comedy,1990,Taking Care of Business (1990)
tt0099128,5.6,63,"Comedy, Romance",1990,Betsy's Wedding (1990)
tt0099472,6.9,64,"Animation, Adventure, Comedy",1990,DuckTales the Movie: Treasure of the Lost Lamp (1990)
tt0100611,5.4,65,Comedy,1990,Sibling Rivalry (1990)
tt0103251,6.5,66,"Drama, Romance",1990,White Palace (1990)
tt0100240,5.0,67,"Adventure, Drama, Family",1990,The NeverEnding Story II: The Next Chapter (1990)
tt0099710,5.3,68,"Drama, Horror, Mystery",1990,The Guardian (1990)
tt0099385,5.6,69,"Action, Crime, Mystery",1990,Death Warrant (1990)
tt0100814,7.1,70,"Comedy, Horror",1990,Tremors (1990)
tt0100740,6.2,71,"Comedy, Fantasy, Horror",1990,Tales from the Darkside: The Movie (1990)
tt0100135,5.9,72,"Action, Comedy, Crime",1990,Men at Work (1990)
tt0099819,6.4,73,"Comedy, Crime",1990,I Love You to Death (1990)
tt0100168,6.6,74,"Drama, Music, Romance",1990,Mo' Better Blues (1990)
tt0099073,7.3,75,Drama,1990,Avalon (1990)
tt0099165,5.5,76,"Comedy, Drama, Romance",1990,The Bonfire of the Vanities (1990)
tt0100485,6.2,77,"Action, Crime, Drama",1990,Revenge (I) (1990)
tt0100486,7.3,78,"Biography, Drama, Mystery",1990,Reversal of Fortune (1990)
tt0100201,6.3,79,"Comedy, Fantasy, Romance",1990,Mr. Destiny (1990)
tt0100666,5.3,80,"Adventure, Comedy, Sci-Fi",1990,Spaced Invaders (1990)
tt0100449,6.8,81,"Comedy, Crime",1990,Quick Change (1990)
tt0099334,7.6,82,"Biography, Comedy, Drama",1990,Cyrano de Bergerac (1990)
tt0099575,4.7,83,"Action, Adventure",1990,Fire Birds (1990)
tt0100935,7.2,84,"Comedy, Crime, Drama",1990,Wild at Heart (1990)
tt0100054,6.4,85,"Adventure, Drama, Thriller",1990,Lord of the Flies (1990)
tt0099703,7.0,86,"Crime, Drama, Thriller",1990,The Grifters (1990)
tt0099316,5.9,87,Comedy,1990,Crazy People (1990)
tt0099091,6.2,88,"Drama, Thriller",1990,Bad Influence (1990)
tt0099697,4.8,89,Horror,1990,Graveyard Shift (1990)
tt0099762,6.3,90,"Biography, Drama",1990,Henry & June (1990)
tt0100436,7.2,91,"Comedy, Drama, Music",1990,Pump Up the Volume (1990)
tt0100301,6.0,92,Comedy,1990,Opportunity Knocks (1990)
tt0100442,6.5,93,"Crime, Drama, Thriller",1990,Q & A (1990)
tt0100280,5.9,94,"Comedy, Crime",1990,Nuns on the Run (1990)
tt0099878,5.5,95,"Animation, Comedy, Family",1990,Jetsons: The Movie (1990)
tt0100224,6.6,96,"Action, Crime, Thriller",1990,Narrow Margin (1990)
tt0100944,6.8,97,"Adventure, Comedy, Fantasy",1990,The Witches (1990)
tt0100828,6.1,98,"Crime, Drama, Mystery",1990,The Two Jakes (1990)
tt0100143,6.4,99,"Comedy, Crime, Drama",1990,Miami Blues (1990)
tt0099747,6.1,100,"Drama, Romance, War",1990,Havana (I) (1990)
