IMDbId,IMDb_score,box_office_rank,genre_list,release_year,title
tt0040308,7.5,1,"Musical, Romance",1948,Easter Parade (1948)
tt0040694,7.1,2,"Adventure, Comedy, Musical",1948,The Pirate (1948)
tt0040109,6.4,3,"Drama, Romance, War",1948,Arch of Triumph (1948)
tt0040522,8.3,4,Drama,1948,Ladri di biciclette (1948)
tt0040338,7.8,5,"Drama, Film-Noir, Mystery",1948,The Fallen Idol (1948)
tt0040746,8.0,6,"Crime, Drama, Thriller",1948,Rope (1948)
tt0040897,8.3,7,"Adventure, Drama, Western",1948,The Treasure of the Sierra Madre (1948)
tt0040506,7.9,8,"Action, Crime, Drama",1948,Key Largo (1948)
tt0040725,8.3,9,"Drama, Music, Romance",1948,The Red Shoes (1948)
tt0040051,8.0,10,Drama,1948,Studio One (1948–1958)
tt0040724,7.8,11,"Action, Adventure, Romance",1948,Red River (1948)
tt0040834,7.4,12,"Comedy, Drama",1948,State of the Union (1948)
tt0040068,7.6,13,"Comedy, Fantasy, Horror",1948,Bud Abbott Lou Costello Meet Frankenstein (1948)
tt0040369,7.6,14,Western,1948,Fort Apache (1948)
tt0040053,7.8,15,"Comedy, Music",1948,Toast of the Town (1948–1971)
tt0040662,7.8,16,Drama,1948,Oliver Twist (1948)
tt0040080,6.5,17,"Action, War, Drama",1948,Against the Wind (1948)
tt0041625,6.7,18,"Romance, Western",1948,The Man from Colorado (1948)
tt0040876,7.2,19,"Action, Adventure, Drama",1948,The Three Musketeers (1948)
tt0040416,7.8,20,Drama,1948,Hamlet (1948)
tt0126917,4.2,21,Adventure,1948,Forbidden Women (1948)
tt0040872,7.6,22,"Crime, Film-Noir, Romance",1948,They Live by Night (1948)
tt0040613,7.3,23,"Comedy, Romance",1948,Mr. Blandings Builds His Dream House (1948)
tt0040558,7.6,24,"Drama, History, War",1948,Macbeth (1948)
tt0040491,6.5,25,"Biography, Drama, History",1948,Joan of Arc (1948)
tt0040536,8.0,26,"Drama, Romance",1948,Letter from an Unknown Woman (1948)
tt0040367,7.4,27,"Comedy, Drama, Romance",1948,A Foreign Affair (1948)
tt0040636,7.7,28,"Crime, Drama, Film-Noir",1948,The Naked City (1948)
tt0040806,7.7,29,"Drama, Mystery",1948,The Snake Pit (1948)
tt0040823,7.5,30,"Drama, Film-Noir, Mystery",1948,"Sorry, Wrong Number (1948)"
tt0040271,6.6,31,"Comedy, Musical, Romance",1948,A Date with Judy (1948)
tt0040974,6.6,32,"Drama, Mystery, Romance",1948,The Woman in White (1948)
tt0040458,8.3,33,"Drama, Family",1948,I Remember Mama (1948)
tt0040427,7.2,34,"Crime, Film-Noir, Thriller",1948,He Walked by Night (1948)
tt0040098,6.7,35,"Drama, Romance",1948,Anna Karenina (1948)
tt0040064,7.2,36,"Drama, Western",1948,3 Godfathers (1948)
tt0040160,7.7,37,"Crime, Drama, Film-Noir",1948,The Big Clock (1948)
tt0040577,7.2,38,Comedy,1948,The Mating of Millie (1948)
tt0040705,7.8,39,"Drama, Romance, Fantasy",1948,Portrait of Jennie (1948)
tt0039417,7.9,40,"Drama, War",1948,Germania anno zero (1948)
tt0040934,6.8,41,"Drama, Thriller",1948,The Velvet Touch (1948)
tt0040580,6.5,42,"Animation, Family, Music",1948,Melody Time (1948)
tt0040353,6.3,43,"Action, War",1948,Fighter Squadron (1948)
tt0040884,6.4,44,"Comedy, Drama",1948,The Time of Your Life (1948)
tt0040820,7.1,45,"Comedy, Music, Musical",1948,A Song Is Born (1948)
tt0040723,7.4,46,"Crime, Drama, Film-Noir",1948,Raw Deal (1948)
tt0040978,7.5,47,"Crime, Western",1948,Yellow Sky (1948)
tt0040495,7.8,48,Drama,1948,Johnny Belinda (1948)
tt0040979,7.8,49,"Crime, Drama, Romance",1948,Yoidore tenshi (1948)
tt0040679,6.9,50,"Comedy, Western",1948,The Paleface (1948)
tt0040745,7.0,51,"Comedy, Musical, Romance",1948,Romance on the High Seas (1948)
tt0040202,7.4,52,"Drama, Film-Noir",1948,Call Northside 777 (1948)
tt0040852,7.2,53,Sci-Fi,1948,Superman (1948)
tt0040185,6.8,54,"Comedy, Drama, Family",1948,The Boy with Green Hair (1948)
tt0041571,6.1,55,"Musical, Romance",1948,Ladies of the Chorus (1948)
tt0040366,7.4,56,"Crime, Drama, Film-Noir",1948,Force of Evil (1948)
tt0040765,7.9,57,"Drama, War",1948,The Search (1948)
tt0040626,5.8,58,"Comedy, Romance",1948,My Dear Secretary (1948)
tt0040946,6.7,59,"Action, Adventure, Romance",1948,Wake of the Red Witch (1948)
tt0040695,7.2,60,"Crime, Film-Noir, Thriller",1948,Pitfall (1948)
tt0040976,6.6,61,"Biography, Comedy, Musical",1948,Words and Music (1948)
tt0040720,7.0,62,"Adventure, Western",1948,Rachel and the Stranger (1948)
tt0040795,7.6,63,Comedy,1948,Sitting Pretty (1948)
tt0040866,7.9,64,Drama,1948,La terra trema (1948)
tt0040965,6.7,65,Western,1948,Whispering Smith (1948)
tt0040798,6.9,66,"Drama, Film-Noir, Mystery",1948,"Sleep, My Love (1948)"
tt0040597,6.9,67,"Fantasy, Comedy, Romance",1948,Miranda (1948)
tt0041890,7.2,68,"Animation, Drama, Family",1948,So Dear to My Heart (1948)
tt0039195,6.8,69,"Crime, Drama, Film-Noir",1948,Blanche Fury (1948)
tt0040614,6.6,70,"Comedy, Fantasy, Romance",1948,Mr. Peabody and the Mermaid (1948)
tt0040321,7.3,71,"Drama, Romance",1948,Enchantment (1948)
tt0040444,6.8,72,"Crime, Drama, Film-Noir",1948,Hollow Triumph (1948)
tt0040076,7.0,73,"Action, Adventure, Romance",1948,Adventures of Don Juan (1948)
tt0040761,7.1,74,"Action, Adventure, Biography",1948,Scott of the Antarctic (1948)
tt0040331,6.3,75,Comedy,1948,Every Girl Should Be Married (1948)
tt0040870,6.7,76,"Comedy, Romance",1948,That Wonderful Urge (1948)
tt0040982,6.8,77,"Comedy, Romance",1948,You Gotta Stay Happy (1948)
tt0040919,7.7,78,"Comedy, Music, Romance",1948,Unfaithfully Yours (1948)
tt0040246,6.9,79,"Drama, Mystery",1948,Corridor of Mirrors (1948)
tt0040594,6.7,80,Drama,1948,The Miracle of the Bells (1948)
tt0040669,6.8,81,"Comedy, Fantasy, Musical",1948,One Touch of Venus (1948)
tt0040087,7.4,82,"Drama, Film-Noir",1948,All My Sons (1948)
tt0040553,6.9,83,"Fantasy, Comedy, Romance",1948,The Luck of the Irish (1948)
tt0040175,6.9,84,Western,1948,Blood on the Moon (1948)
tt0040167,6.2,85,Western,1948,Black Bart (1948)
tt0040843,7.1,86,"Crime, Drama, Film-Noir",1948,The Street with No Name (1948)
tt0040142,5.4,87,"Biography, Drama, Sport",1948,The Babe Ruth Story (1948)
tt0040599,7.1,88,"Comedy, Romance",1948,Miss Tatlock's Millions (1948)
tt0040155,6.8,89,"Crime, Drama, Film-Noir",1948,Berlin Express (1948)
tt0040665,6.0,90,"Comedy, Musical, Romance",1948,On an Island with You (1948)
tt0040740,7.3,91,"Action, Drama, Film-Noir",1948,Road House (1948)
tt0040970,7.8,92,Drama,1948,The Winslow Boy (1948)
