IMDbId,actors
tt0037536,Bing Crosby|Ingrid Bergman|Henry Travers|William Gargan|Ruth Donnelly|Joan Carroll|Martha Sleeper|Rhys Williams|Richard Tyler|Una O'Connor|Edward Coch Jr.|Aina Constant|Jimmy Crane|Gwen Crawford|Bobby Dolan Jr.|Jimmie Dundee|Bobby Frasco|Matt McHugh|Peggy McKim|Georgie Nokes|Eva Novak|Joe Palma|Dewey Robinson|Cora Shannon|John Smith|Pietro Sosso|Minerva Urecal|Edna May Wonacott
tt0040603,June Carlson|Lois Austin|George Eldredge|Jimmy Clark|Hardie Albright|Bob Lowell|Willa Pearl Curtis|Jimmy Zahner|Jane Isbell|Robert Filmer|Forrest Taylor|John Hamilton|Virginia Vane|Kaye Renard|Elliot Forbes|Wheeler Oakman|Francis Ford|Jack Roper|Betty Sinclair|Lucille Vance
tt0037644,Edmund Lowe|Anne Jeffreys|Eduardo Ciannelli|Marc Lawrence|Elisha Cook Jr.|Ralph Lewis|Elsa Janssen|Ludwig Stössel|Constance Worth|Lawrence Tierney|Fred Aldrich|Sam Balter|Noble 'Kid' Chissell|James Conaty|William B. Davidson|Dick Elliott|Terry Frost|Chuck Hamilton|George Humbert|Selmer Jackson|Kenner G. Kemp|Milton Kibbee|Victor Kilian|Charles La Torre|Jack 'Tiny' Lipson|Walter Long|Lou Lubin|George Magrill|Sam McDaniel|George McKay|Jack Mulhall|Billy Nelson|Bob Perry|Hugh Prosser|Dewey Robinson|Constantine Romanoff|Lee 'Lasses' White|Ernest Whitman|Norman Willis
tt0037604,Judy Garland|Robert Walker|James Gleason|Keenan Wynn|Marshall Thompson|Lucile Gleason|Ruth Brady|Eddie Acuff|Florence Allen|Jack Arkin|Jessie Arnold|Paulita Arvizu|King Baggot|William Bailey|E.J. Ballantine|Charles Bates|Jack Baxley|Bunny Beatty|Barbara Bedford|Mary Benoit|Margaret Bert|Mary Bovard|Volta Boyer|Al Bridge|Steve Brodie|Ralph Brooks|Sally Ann Brown|Paul E. Burns|Jack Carrington|Joan Carroll|Tony Carson|Douglas Carter|Lucille Casey|Wally Cassell|Wheaton Chambers|Eddy Chandler|Lyle Clark|Chester Clute|Ann Codee|Carol Coombs|Lucille Curtis|Ruby Dandridge|Frank Darien|Ray De Ravenne|Janna DeLoos|Ned Dobson Jr.|Joe Dominguez|George Dudley|Roger Edens|Sarah Edwards|Dick Elliott|Kay English|Estelle Etterre|Franklyn Farnum|Nellie Farrell|Charles Ferguson|Arthur Freed|Joel Friedkin|Julie Gibson|Jon Gilbreath|Gary Gray|Jane Green|Herbert Gunn|Eddie Hall|Richard Hall|Sam Harris|Tom Herbert|Gertrude Hoffman|Robert Homans|Reed Howes|Teddy Infuhr|Bobby Johnson|Jimmy Kelly|Kenner G. Kemp|Milton Kibbee|Charlotte Knight|Patricia Knox|Michael Knudsen|Nolan Leary|Jack Lee|Nan Leslie|Jack 'Tiny' Lipson|Babe London|Grace Lord|Beverly Luff|Moyna MacGill|Gloria Marlen|Nita Mathews|Beryl McCutcheon|Frank McLure|Sybil Merritt|Robert Milasch|Peter Miles|Howard M. Mitchell|Terry Moore|Philip Morris|Jack Mower|Thomas Murray|John Mylong|Alix Nagy|Robert Nathan|Paul Newlan|Georgie Nokes|Robert Emmett O'Connor|Garry Owen|George Peters|Lee Phelps|William 'Bill' Phillips|June Pickerell|Michele Rae|Rudy Rama|Robin Raymond|Alfred Sabato|Naomi Scher|Dick Scott|Arthur Space|Larry Steers|Florence Stephens|Doris Stone|Henry Sylvester|Ray Teal|Ethel Tobin|Brad Towne|Nella Walker|Geraldine Wall|Alice Wallace|Constance Weiler|Cecil Weston|Ned Winchester
tt0037988,George Sanders|Hurd Hatfield|Donna Reed|Angela Lansbury|Peter Lawford|Lowell Gilmore|Richard Fraser|Douglas Walton|Morton Lowry|Miles Mander|Lydia Bilbrook|Mary Forbes|Robert Greig|Moyna MacGill|Billy Bevan|Renee Carson|Lilian Bond|Devi Dja|Harry Adams|Fred Aldrich|Harry Allen|Eddie Aquilian|Jimmy Aubrey|Monica Bannister|Guy Bellis|Helena Benda|Wilson Benge|Mary Benoit|Joseph E. Bernard|Art Berry Sr.|Volta Boyer|George Broughton|Elyse Brown|Ralph Bucko|Colin Campbell|Lisa Carpenter|Bruce Carruthers|Ward Carson|Charles Coleman|Richard Collin|Jimmy Conlin|Edward Cooper|Pedro de Cordoba|Robert Cory|Tom Costello|Oliver Cross|Anne Curson|Frank Dawson|Harold De Becker|Paul De Corday|Wally Dean|Natalie Draper|Dick Earle|William Eddritt|Alan Edmiston|Herbert Evans|Rex Evans|Betty Fairfax|Al Ferguson|Ray Flynn|Dorothy Ford|Lloyd Ford|J.C. Fowler|Charles K. French|John George|John Good|Bernard Gorcey|Gibson Gowland|Hugh Greenwood|Cedric Hardwicke|Lumsden Hare|Sam Harris|Bud Harrison|Ruby Hewport|Stuart Holmes|William Holmes|T. Arthur Hughes|Kenneth Hunter|Michael Jeffers|George Jenner|Olive Jones|Alice Keating|Glenna Kendall|Crauford Kent|Carol Diane Keppler|Donald Kerr|Skelton Knaggs|Charles Knight|Sidney Lawford|Ila Lee|Jack Lee|Carl M. Leviness|Mitchell Lewis|James Logan|Ann Lundeen|Bob MacLean|Audrey Manners|Joseph Marievsky|Emily Massey|Eric Mayne|Frank McLure|Charles McNaughton|Kay Medford|Leonard Mellin|Lorraine Miller|Leo Mostovoy|Arthur Mulliner|Toby Noolan|William H. O'Brien|Frank O'Connor|Helen O'Hara|Reginald Owen|Will Patton|Pascale Perry|George Peters|Frank Pharr|Tom Pilkington|Norman Pogson|Alexander Pollard|Guy Bates Post|Lee Powell|Pedro Regas|Renie Riano|Margaret Roberts|Walter Rode|Angelo Rossitto|Whitey Sacks|Allen Schute|Scott Seaton|Anita Sharp-Bolster|Arthur Shields|Sam Simone|Reginald Simpson|Leslie Sketchley|Jerry St. John|William Stack|Larry Stanton|Doris Stone|Lillian Talbot|Tom Tamarez|Taylor & Sinclair|Evan Thomas|Lotus Thompson|John Valentine|Kerry Vaughn|Herberta Williams|Larry Williams|Barbara Woodell|Frederick Worlock|Joe Yule
tt0038109,Ingrid Bergman|Gregory Peck|Michael Chekhov|Leo G. Carroll|Rhonda Fleming|John Emery|Norman Lloyd|Bill Goodwin|Steven Geray|Donald Curtis|Wallace Ford|Art Baker|Regis Toomey|Paul Harvey|Jean Acker|Irving Bacon|Richard Bartell|Harry Brown|Joel Davis|Jacqueline deWit|Edward Fielding|Alfred Hitchcock|Teddy Infuhr|Victor Kilian|George Meader|Matt Moore|Constance Purdy|Addison Richards|Erskine Sanford|Janet Scott|Clarence Straight|Dave Willock
tt0037913,Joan Crawford|Jack Carson|Zachary Scott|Eve Arden|Ann Blyth|Bruce Bennett|Lee Patrick|Moroni Olsen|Veda Ann Borg|Jo Ann Marlowe|William Alcorn|Betty Alexander|Ramsay Ames|George Anderson|James Anderson|Robert Arthur|Lynn Baggett|Leah Baird|Dorothy Barrett|Barbara Brown|Elyse Brown|Doria Caron|Wheaton Chambers|John Christian|Wallis Clark|Chester Clute|John Compton|Joyce Compton|Clancy Cooper|David Cota|Tom Dillon|Robert Evans|James Flavin|Bess Flowers|Don Grant|Angela Greene|Dorothy Hack|Charles Jordan|Marjorie Kane|Fred Kelsey|Richard Kipling|Manart Kippen|Perk Lazelle|Marion Lessing|Jimmy Lono|Jean Lorraine|Robert Locke Lorraine|Philo McCullough|Butterfly McQueen|George Meader|Mary Ellen Meyran|Harold Miller|Jack Mower|Frank O'Connor|Jack O'Connor|Garry Owen|Paul Panzer|Helen Pender|Larry Rio|William Ruhl|Jeffrey Sayre|Mary Servoss|John Sheridan|George Tobias|Charles Trowbridge|Johnny Walsh|Joan Wardley|Joan Winfield
tt0037558,Celia Johnson|Trevor Howard|Stanley Holloway|Joyce Carey|Cyril Raymond|Everley Gregg|Marjorie Mars|Margaret Barton|Wilfred Babbage|Alfie Bass|Wallace Bosco|Sydney Bromley|Noël Coward|Nuna Davey|Valentine Dyall|Irene Handl|Dennis Harkin|Edward Hodge|Jack May|Avis Scott|George V. Sheldon|Richard Thomas|Henrietta Vincent
tt0037515,Barry Fitzgerald|Walter Huston|Louis Hayward|Roland Young|June Duprez|Mischa Auer|C. Aubrey Smith|Judith Anderson|Richard Haydn|Queenie Leonard|Harry Thurston
tt0037884,Ray Milland|Jane Wyman|Phillip Terry|Howard Da Silva|Doris Dowling|Frank Faylen|Mary Young|Anita Sharp-Bolster|Lilian Fontaine|Frank Orth|Lewis L. Russell|Andy Andrews|Gene Ashley|Walter Baldwin|Harry Barris|Ian Begg|Eddie Borden|Jess Lee Brooks|Jack Rube Clifford|David Clyde|James Conaty|Willa Pearl Curtis|John Deauville|Helen Dickson|Clark Eggleston|Franklyn Farnum|John Garris|Dick Gordon|Jayne Hazard|Ted Hecht|Ernest Hilliard|Earle Hyman|Jerry James|Stan Johnson|Jack W. Johnston|Karl 'Karchy' Kosiczky|Eddie Laughton|Perc Launders|Theodora Lynch|Bertram Marburgh|William Meader|James Millican|Frank Mills|Pat Moriarity|William Newell|William O'Leary|Peter Potter|Mark Power|Stanley Price|Craig Reynolds|The San Francisco Opera Company|Lester Sharpe|Lee Shumway|Sophie|Douglas Spencer|Al Stewart|Bunny Sunshine|Harry Tenbrook|Fred 'Snowflake' Toones|Emmett Vogan|Max Wagner|Milton Wallace|Gisela Werbisek|Crane Whitley|Ernest Whitman|Isabel Withers|Audrey Young
