IMDbId,actors
tt0086190,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels|Peter Mayhew|Sebastian Shaw|Ian McDiarmid|Frank Oz|James Earl Jones|David Prowse|Alec Guinness|Kenny Baker|Michael Pennington|Kenneth Colley|Michael Carter|Denis Lawson|Tim Rose|Dermot Crowley|Caroline Blakiston|Warwick Davis|Jeremy Bulloch|Femi Taylor|Annie Arbogast|Claire Davenport|Jack Purvis|Mike Edmonds|Jane Busby|Malcolm Dixon|Mike Cottrell|Nicolas Read|Adam Bareham|Jonathan Oliver|Pip Miller|Tom Mannion|Margo Apostolos|Ray Armstrong|Eileen Baker|Michael Henbury Ballan|Bobby Bell|Patty Bell|Alan Bennett|Sarah Bennett|Pamela Betts|Danny Blackner|Linda Bowley|Peter Burroughs|Debbie Lee Carrington|Maureen Charlton|Willie Coppen|Sadie Corre|Tony Cox|John Cumming|Jean D'Agostino|Luis De Jesus|Debbie Dixon|Margarita Farrell|Phil Fondacaro|Sal Fondacaro|Tony Friel|Daniel Frishman|John Ghavan|Michael Gilden|Paul Grant|Lydia Green|Lars Green|Pam Grizz|Andrew Herd|J.J. Jackson|Richard Jones|Trevor Jones|Glynn Jones|Karen Lay|John Lummiss|Nancy Maclean|Peter Mandell|Carole Morris|Stacie Nichols|Chris Nunn|Barbara O'Laughlin|Brian Orenstein|Harrell Parker Jr.|John Pedrick|April Perkins|Ronnie Phillips|Katie Purvis|Carol Read|Nicholas Read|Diana Reynolds|Daniel Rodgers|Chris Romano|Dean Shackelford|Kiran Shah|Felix Silla|Linda Spriggs|Gerald Staddon|Josephine Staddon|Kevin Thompson|Kendra Wall|Brian Wheeler|Butch Wilhelm|Dalyn Chew|Celia Fushille-Burke|Mercedes Ngoh|Jennifer Jaffe|Hazel Allen|Peter Allen|John Altman|Franki Anderson|Glyn Baker|Erik Bauersfeld|Dickey Beer|Ailsa Berk|Don Bies|Richard Bonehill|Paul Brooke|Ben Burtt|Maurice Bush|Trevor Butterfield|Vivienne Chandler|David Church|Tony Clarkin|Kenneth Coombs|Stephen Costantino|Sean Crawford|Adeal Crooms|Andy Cunningham|Ronny Cush|Daniel D'Arcy|Peter Diamond|Mark Dodson|Michael Drew|Richard Driscoll|Tim Dry|Ian Durrant|Douglas Farrell|Alan Flyng|Ernie Fosselius|Stuart Fox|David Gonzales|Isaac Grand|Anthony Guilding|Nelson Hall|Poppy Hands|Gordon Hann|Alan Harris|Mike Havord|Lynne Hazelden|Walter Henry|Philip Herbert|Barrie Holland|Gerald Home|William Hoyland|Jasper Jacob|Michael Josephs|Paul Klein|Eiji Kusuhara|Larin Lahr|Anthony Lang|Arnold Lee|Julius LeFlore|Richard Lentz|Swee Lim|Paul Markham|Richard Marquand|Hilton McRae|George Miller|Billy J. Mitchell|Ralph Morse|Terence Mustoo|Amanda Noar|Jack Orris|Quentin Pierre|Mike Quinn|Barry Robertson|Richard Robinson|Peter Ross-Murray|Kipsang Rotich|Deep Roy|Peter Roy|Terry Sach|Errol Shaker|Tina Simmons|John Simpkin|Anthony Smee|Hugh Spight|Paul Springer|Guy Standeven|Tony Star|Michael Stevens|David Stone|Phil Tippett|Marolyn Turk|Larry Ward|Robert Watts|Pat Welsh|Paul Weston|Corey Dee Williams|Simon J. Williamson
tt0086425,Shirley MacLaine|Debra Winger|Jack Nicholson|Danny DeVito|Jeff Daniels|John Lithgow|Lisa Hart Carroll|Betty King|Huckleberry Fox|Troy Bishop|Shane Serwin|Megan Morris|Tara Yeakey|Norman Bennett|Jennifer Josey|Kate Charleson|Tom Wees|Paul Menzel|F. William Parker|Amanda Watkins|Buddy Gilbert|David Wohl|Shelley K. Nielsen|Bette Croissant|Charles Beall|Lelise Folse|Sharisse Baker-Bernard|Judy Dickerson|Devon O'Brien|Dana Vance|Alexandra O'Karma|Nancy Mette|Holly Holmberg Brooks|Lear Levin|Albert Brooks|Lanier Whilden|Helen Stauffer|Barbara Balik|Michelle Watkins|John C. Conger|Sandra Newkirk|Elaine McGown|Mary Kay Place|David Boles|Peg Sheldrick
tt0085549,Jennifer Beals|Michael Nouri|Lilia Skala|Sunny Johnson|Kyle T. Heffner|Lee Ving|Ron Karabatsos|Belinda Bauer|Malcolm Danare|Philip Bruns|Micole Mercurio|Lucy Lee Flippin|Don Brockett|Cynthia Rhodes|Durga McBroom|Stacey Pickren|Liz Sagal|Norman Scott|Mr. Freeze|Frosty Freeze|Prince Ken Swift|Crazy Legs|Robert Wuhl|Steve Price|Matt Landers|Darren Roy|Frank Pesce|Larry John Meyers|David DiManna|Helen Dexter|Mark Anthony Moschello|Debra Gordon|Erika Leslie|Jim McCardle|Ernie Tate|Bettina Birnbaum|Deirdre L. Cowden|Colin Hamilton|Tony De Santis|Marjean Dennis|Bob Harks|Ann Muffly|Henry Crowell Jr.|Frank Tomasello|Jumbo Red|Evette De Marco|Richard Fritz|Mike Berro|Ella Demler|Monique Gabrielle|Denise Kozuch|Joe Shelby
tt0086465,Denholm Elliott|Dan Aykroyd|Maurice Woods|Richard D. Fisher Jr.|Jim Gallagher|Anthony DiSabatino|Bonnie Behrend|Sunnie Merrill|James Newell|Mary St. John|Bonnie Tremena|David Schwartz|Ralph Bellamy|Don Ameche|Tom Degidon|William Magerman|Alan Dellay|Florence Anglin|Ray D'Amore|Bobra Suiter|Herb Peterson|Sue Dugan|Walt Gorney|B. Constance Barry|P. Jay Sidney|Eddie Murphy|Avon Long|Tom Mardirosian|Charles Brown|Robert Curtis Brown|Nicholas Guest|John Bedford Lloyd|Tony Sherer|Robert Earl Jones|Robert E. Lee|Peter Hock|Kristin Holby|Clint Smith|Ron Taylor|James D. Turner|Giancarlo Esposito|Steve Hofvendahl|James Eckhouse|Paul Gleason|Gwyllum Evans|Frank Oz|Eddie Jones|John McCurry|Michelle Mais|Barra Kahn|Bill Cobbs|Joshua Daniel|Jamie Lee Curtis|Jacques Sandulescu|W.B. Brydon|Margaret H. Flynn|Kelly Curtis|Tracy K. Shaffer|Susan Fallender|Bo Diddley|Alfred Drake|Lucianne Buchanan|Paul Garcia|Jed Gillin|Jimmy Raitt|Kate Taylor|Philip Bosco|Bill Boggs|Jim Belushi|Deborah Reagan|Al Franken|Tom Davis|Don McLeod|Stephen Stucker|Richard Hunt|Paul Austin|John Randolph Jones|Jack Davidson|Bernie McInerney|Maurice Copeland|Ralph Clanton|Bryan Clark|Gary Howard Klar|Afemo Omilami|Shelly Chee Chee Hall|Donna Palmer|Barry Dennen|Murray Bandel|Peter Fey|George Folsey Jr.|John Landis|Shirley Levine|Charles Pendelton|Yvonna Russell|Arleen Sorkin|Ronald Sylvers|Marlene Willoughby
tt0086567,Matthew Broderick|Dabney Coleman|John Wood|Ally Sheedy|Barry Corbin|Juanin Clay|Kent Williams|Dennis Lipscomb|Joe Dorsey|Irving Metzman|Michael Ensign|William Bogert|Susan Davis|James Tolkan|David Clover|Drew Snyder|John Garber|Duncan Wilmore|Billy Ray Sharkey|John Spencer|Michael Madsen|James Lemp|Gary Bisig|Gary Sexton|Jason Bernard|Frankie Hill|Jesse D. Goins|Alan Blumenfeld|Len Lawson|Maury Chaykin|Eddie Deezen|Stephen Lee|Lucinda Crosby|Stack Pierce|Art LaFleur|Brad David|Martha Shaw|Howie Allen|Michael Adams|James Ackerman|Jim Harriott|Tom Lawrence|Frances E. Nealy|Charles Akins|Glenn Standifer|Edward Jahnke|Paul V. Picerni Jr.|Tory Christopher|William H. Macy|Ed McDermott II
tt0086034,Roger Moore|Maud Adams|Louis Jourdan|Kristina Wayborn|Kabir Bedi|Steven Berkoff|David Meyer|Tony Meyer|Desmond Llewelyn|Robert Brown|Lois Maxwell|Michaela Clavell|Walter Gotell|Vijay Amritraj|Albert Moses|Geoffrey Keen|Douglas Wilmer|Andy Bradford|Philip Voss|Bruce Boa|Richard LeParmentier|Paul Hardwick|Suzanne Jerome|Cherry Gillespie|Dermot Crowley|Peter Porteous|Eva Reuber-Staier|Jeremy Bulloch|Tina Hudson|William Derrick|Stuart Saunders|Patrick Barr|Gabor Vernon|Hugo Bower|Ken Norris|Tony Arjuna|Gertan Klauber|Brenda Cowling|David Grahame|Brian Coburn|Michael Halphie|Mary Stavin|Carolyn Seaward|Carole Ashby|Cheryl Anne|Jani-Z|Julie Martin|Joni Flynn|Julie Barth|Kathy Davies|Helene Hunt|Gillian De Terville|Safira Afzal|Louise King|Tina Robinson Hansen|Alison Worth|Janine Andrews|Lynda Knight|Susanne Dando|Teresa Craddock|Kirsten Harrison|Christine Cullers|Lisa Jackman|Jane Aldridge|Christine Gibson|Tracy Llewellyn|Ruth Flynn|Roberto Germains|Richard Graydon|The Hassani Troupe|The Flying Cherokees|Carol Richter|Josef Richter|Vera Fossett|Shirley Fossett|Barrie Winship|Ravinder Singh Reyett|Gurdial Sira|Michael Moor|Sven Surtees|Peter Edmund|Ray Charles|Talib Johnny|Lewis Alexander|Alan Austen|R.J. Bell|Ken Burns|Ishaq Bux|Gary John Clarke|Kenneth Coombs|Barbie Denham|Sally Dewhurst|Sneh Gupta|Reg Harding|Jennifer Hill|Nick Hobbs|Eric Kent|Aileen Lewis|Eugene Lipinski|Derek Lyons|Cathy Munroe|Ingrid Pitt|Lenny Rabin|Reggae Ranjhe|Rochelle Rose|Peter Ross-Murray|Gary Russell|Gito Santana|Bunny Seaman|Tina Simmons|Nicola Stapleton|Michael G. Wilson
tt0086383,Clint Eastwood|Sondra Locke|Pat Hingle|Bradford Dillman|Paul Drake|Audrie Neenan|Jack Thibeau|Michael Currie|Albert Popwell|Mark Keyloun|Kevyn Major Howard|Bette Ford|Nancy Parsons|Joe Bellan|Wendell Wellman|Mara Corday|Russ McCubbin|Robert Sutton|Nancy Fish|Carmen Argenziano|Lisa Britt|Bill Reddick|Lois De Banzie|Matthew Child|Mike Johnson|Nick Dimitri|Michael Maurer|Pat DuVal|Christian Phillips|Steven Kravitz|Dennis Royston|Melvin Thompson|Jophery C. Brown|William Upton|Lloyd Nelson|Christopher Pray|James McEachin|Maria Lynch|Ken Lee|Morgan Upton|John X. Heart|David Gonzales|Albert Martinez|David Rivers|Robert Rivers|Harry Demopoulos|Lisa London|Tom Spratley|Eileen Wiggins|John Nowak|John Bleifer|Christine Card|Michael V. Gazzo|Conrad Hurtt|Camryn Manheim|Dihlon McManne|Meathead
tt0085970,Michael Keaton|Teri Garr|Frederick Koehler|Taliesin Jaffe|Courtney White|Brittany White|Martin Mull|Ann Jillian|Jeffrey Tambor|Christopher Lloyd|Tom Leopold|Graham Jarvis|Carolyn Seymour|Michael Alaimo|Valri Bromfield|Charles Woolf|Miriam Flynn|Derek McGrath|Michael Ensign|Ken Olfson|Frank Birney|Hilary Beane|Edie McClurg|Patti Deutsch|Estelle Omens|Patty Freedman|Bernadette Birkett|James Gallery|Tom Rayhall|Danny Mora|Maurice Sneed|Phillip Simms|Bruce French|Henry Flores|Roger Menache|Dennis Landry|Lisa Freeman|Marley Sims|Kay Dingle|Robert Lussier|Jacque Lynn Colton|Mandy Ingber|Ken Hixon|Jane Atkins|Gerry Black|Lisa Blake Richards|Larry Flash Gordon|Leigh Walsh|John O'Leary|Valrie O'Donnell|Jacklyn McQuery|Gaye Kruger|Bruce Barrington|Eric Braeden|John Richard Petersen|Velvet Rhodes|Melody Thomas Scott
tt0086361,John Travolta|Cynthia Rhodes|Finola Hughes|Steve Inwood|Julie Bovasso|Charles Ward|Steve Bickford|Patrick Brady|Norma Donaldson|Jesse Doran|Joyce Hyser|Deborah Jenssen|Robert Martini|Sarah M. Miles|Tony Munafo|Susan Olar|Cindy Perlman|Ross St. Phillip|Kurtwood Smith|Frank Stallone|Nell Alano|Randy Allaire|Audrey K. Baranishyn|Paula Beyers|Melita Brock-Warner|Karen Bryson|Bill Burns|Gary Chapman|David Chavez|Dennis Daniels|Trac DiPonzio|LaLanya Fair|Forrest Gardner|Rhonda Hairston|Nanci L. Hammond|Michael Higgins|Michelle Johnston|Janet Jones|Rochelle G. Jones|Erica Jordan|James Ko|Reggie Leon|Ben Lokey|Lee Anne Loomis|Daniel Lorenzo|Viktor Manoel|Valerie-Jean Miller|Anita Morales|Frances Morgan|Kevyn Morrow|Reggie O'Gwin|Polly O'Malley|Francine O'Neill|Smith Osbourne|Helene Phillips|Carolyn Poppert|Mark Reina|Michael Rooney|Kathy Shippen|Karin Smith|Rick Sullivant|Nanette Tarpey|Jim Thompson|Peter Tramm|Marvin Tunney|Kate Wright|Derryl Yeager|David Daniel|Rona Edwards|Harris-Metter Flame|Richard Herrey|Diane H. Kelly|Helen Kelly|Michael Mallory|Stan Rodarte|Richie Sambora|Sylvester Stallone|Stewart Strauss
tt0086200,Tom Cruise|Rebecca De Mornay|Joe Pantoliano|Richard Masur|Bronson Pinchot|Curtis Armstrong|Nicholas Pryor|Janet Carroll|Shera Danese|Raphael Sbarge|Bruce A. Young|Kevin Anderson|Sarah Partridge|Nathan Davis|Scott Harlan|Sheila Keenan|Lucy Harrington|Jerry Tullos|Jerome Landfield|Ron Dean|Bruno Alexander|Robert Kurcz|Jonathan Chapin|Jimmy Baron|Harry Teinowitz|Francine Locke|Ann Cole|Candace Collins|Elizabeth Curran|Jill DeVries|Debra Dulman|Joyce Hazard|Kerry Hill|Megan Mullally|Lora Staley|Vivian Victor|Fern Persons|Cynthia Baker|Wayne Kneeland|Jade Gold|Dana Balkin|Karen Grossman|Brett Baer|Vinny Argiro|Eric Minsk|Mike Genovese|Steven Charous|George Brown|Jason Gedrick|Gerard Kaszubowski|Anne Lockhart|Robert Minkoff|Sean Penn
