IMDbId,actors
tt0120815,Tom Hanks|Tom Sizemore|Edward Burns|Barry Pepper|Adam Goldberg|Vin Diesel|Giovanni Ribisi|Jeremy Davies|Matt Damon|Ted Danson|Paul Giamatti|Dennis Farina|Joerg Stadler|Max Martini|Dylan Bruno|Daniel Cerqueira|Demetri Goritsas|Ian Porter|Gary Sefton|Julian Spencer|Steve Griffin|William Marsh|Marc Cass|Markus Napier|Neil Finnighan|Peter Miles|Paul Garcia|Seamus McQuade|Ronald Longridge|Adam Shaw|Rolf Saxon|Corey Johnson|Loclann Aiken|John Barnett|Maclean Burke|Victor Burke|Aiden Condron|Paschal Friel|Shane Hagan|Paul Hickey|Shane Johnson|Laird Macintosh|Brian Maynard|Martin McDougall|Mark Phillips|Lee Aaron Rosen|Andrew Scott|Matthew Sharp|Vincent Walsh|Grahame Wood|John Sharian|Glenn Wrage|Crofton Hardester|Martin Hub|Raffaello Degruttola|Nigel Whitmey|Sam Ellis|Erich Redman|Tilo Keiner|Stephan Grothgar|Stephane Cornicard|Michelle Evans|Martin Beaton|Anna Maguire|Nathan Fillion|Leland Orser|Michael Mantas|David Vegh|Ryan Hurst|Nick Brooks|Sam Scudder|John Walters|Dorothy Grumbar|James Innes-Smith|Harve Presnell|Dale Dye|Bryan Cranston|David Wohl|Eric Loren|Valerie Colgan|Amanda Boxer|Harrison Young|Kathleen Byron|Rob Freeman|Thomas Gizbert|Sebastian J. Brook|John de Lancie|James Embree|Declan Geraghty|Frank Huseyin|Michael P. Jahoda|Alan Joyce|Derek Lea|João Costa Menezes|Taylor Murphy|Abbe Muschallik|Nina Muschallik|Paul Sacks|Mac Steinmeier|Leo Stransky|Vincent Ventresca|Paul Woodadge
tt0120591,Bruce Willis|Billy Bob Thornton|Ben Affleck|Liv Tyler|Will Patton|Steve Buscemi|William Fichtner|Owen Wilson|Michael Clarke Duncan|Peter Stormare|Ken Hudson Campbell|Jessica Steen|Keith David|Chris Ellis|Jason Isaacs|Grayson McCouch|Clark Heathcliff Brolly|Marshall R. Teague|Anthony Guidera|Greg Collins|J. Patrick McCormack|Ian Quinn|Christopher J. Worret|Adam Smith|John Mahon|Grace Zabriskie|K.C. Leomiti|Eddie Griffin|Deborah Nishimura|Albert Wong|Jim Ishida|Stanley Anderson|James Harper|Ellen Cleghorne|Udo Kier|John Aylward|Mark Curry|Seiko Matsuda|Harry Humphries|Dyllan Christopher|Judith Hoag|Sage Allen|Steven Ford|Christian Clemenson|Andy Ryan|Duke Valenti|Michael Taliferro|Billy Devlin|Kathleen Matthews|J.C. Hayward|Andrew Glassman|Shawnee Smith|Dwight Hicks|Odile Corso|Vic Manni|Jim Maniaci|Layla Roberts|Jack guitarist Allen|Bodhi Elfman|Alexander Johnson|Kathy Neff|Victor Vinson|Joseph Patrick Kelly|Peter White|Rudy Mettia|Frank van Keeken|Frederick Weller|Jeff Austin|Googy Gress|Matt Malloy|H. Richard Greene|Brian Brophy|Peter Murnik|Brian Hayes Currie|Andrew Heckler|Andy Milder|Michael Kaplan|Patrick Richwood|Brian Mulligan|John H. Johnson|Charles Stewart|Scarlet Forge|Michael Tuck|Patrick Lander|Anne Varèze|Fritz Mashimo|Dina Morrone|Ruben Olague|Wolfgang Muser|Jim Fitzpatrick|Franky|Grant Baciocco|Michael Bay|Judi Beecher|Aj Billions|Mark Boone Junior|Le Ann Cheri'|Joe Cucinotti|Judith Drake|Michele Edison|Mark J. Ferreri|Ronald Fox|John Frazier|Andy Gill|Will Green|Charlton Heston|Jeff Linnartz|Shannon Lucid|Kevin McGuire|Cazimir Milostan|Aaron J. Patton|Gustavo Perez|Pope John Paul II|Gary A. Rogers|Mary Ann Schmidt|Frank Silva|William T. Smith|Erik Per Sullivan|Rando Thomas|Lawrence Tierney|Greg Warmoth|Gedde Watanabe|John Wilkie
tt0129387,Cameron Diaz|Matt Dillon|Ben Stiller|Lee Evans|Chris Elliott|Lin Shaye|Jeffrey Tambor|Markie Post|Keith David|W. Earl Brown|Sarah Silverman|Khandi Alexander|Marnie Alexenburg|Danny Murphy|Richard Tyson|Rob Moran|Jackie Flynn|Hillary Matthews|Willie Garson|David Shackelford|David Goryl|Lori Brener|Jeffrey P. Lerner|Cory Pendergast|Brett Favre|Warren Tashjian|Kelly Roarke|Herbie Flynn|Caryl West|Ken Rogerson|Brad Blank|Steve Sweeney|Cindy Oliver|Will Coogan|Steve Tyler|Maureen Griffin|Docky|Mariann Farrelly|Jonathan Richman|Tommy Larkins|Lenny Clarke|Daniel Greene|Michael Budge|James Gifford|Sean Gildea|Zen Gesner|Tracy Anne George|Jesse Farrelly|A.B. Cassidy|Zack Lee|Valerie Bruce|Kelly O'Brien|Mike Charpentier|Peter Grundy|Michael 'The Cannon' Gannon|Peter Conway|Ann Conway|Susan O'Day|Heather Rosbeck|Jack Shields|Fallon Shields|Bob Grundy|Nancy Farrelly|Bill Beauchene|Kathy Beauchene|Manny Barrows|Max Murphy|Sheila Mone|Barbara O'Connor|Tim Sheehan|Richie Balsbaugh|Jim Blake|Tim Robbie|Providence Wissel|Ruth Michelle Meyer|Billy Meyer|Brian McGlaughlin|Brian Mone|John Stroehman|Pete Anicelli|Duana Knight|Kelley Schneider|Meda Thomas|Steve|Kenny|Pat|Mike|Billy Dee|Sam|Ernie|Tom|Chris|Rosie|Jeanie Flynn|Kevin Civale|Tom Leasca|Mercy Lopez|Michael Cheney|Scott Rosenberg|George Bedard|Terry Mullany|Rick Coleman|Michael Burke|Kris Meyer|Emilio Diaz|Billy Smith|Ed Nelson|Brian Stuebe|Don Daley|Clem Franek|Julia Hissom|James 'Sporty' Ahern|Robin Gau|Paul Pelletier|Monique Pelletier|Jon Mone|Nicholas Greenbury|Andrew Greenbury|Phil Rosenberg|John-Eliot Jordan|John Adamonis|Kyle Adamonis|Neil Pomfret|Ruth Pomfret|Josh Miller|Richard Fitzpatrick|Deborah Smith Ford|James Gaiero|Debbie Howard|Richard Jenkins|Don Julio|Rick Michaels|Cord Newman|Al Quinn|Jevon White|Harland Williams
tt0120623,Dave Foley|Kevin Spacey|Julia Louis-Dreyfus|Hayden Panettiere|Phyllis Diller|Richard Kind|David Hyde Pierce|Joe Ranft|Denis Leary|Jonathan Harris|Madeline Kahn|Bonnie Hunt|Michael McShane|John Ratzenberger|Brad Garrett|Roddy McDowall|Edie McClurg|Alex Rocco|David Ossman|Carlos Alazraqui|Jack Angel|Bob Bergen|Kimberly J. Brown|Rodger Bumpass|Anthony Burch|Jennifer Darling|Rachel Davey|Debi Derryberry|Paul Eiding|Jessica Evans|Bill Farmer|Sam Gifaldi|Brad Hall|Jess Harnell|Brenden Hickey|Kate Charlotte Hodges|Denise Johnson|David L. Lander|John Lasseter|Sherry Lynn|Mickie McGowan|Courtland Mead|Christina Milian|Kelsey Mulrooney|Ryan O'Donohue|Jeff Pidgeon|Phil Proctor|Jan Rabson|Jordan Ranft|Brian M. Rosen|Rebecca Schneider|Francesca Marie Smith|Andrew Stanton|Hannah Swanson|Russi Taylor|Travis Tedford|Ashley Tisdale|Lee Unkrich|Jordan Warkol|India De Maio
tt0120484,Adam Sandler|Kathy Bates|Henry Winkler|Fairuza Balk|Jerry Reed|Lawrence Gilliard Jr.|Blake Clark|Peter Dante|Jonathan Loughran|Al Whiting|Clint Howard|Allen Covert|Rob Schneider|Todd Holland|Robert Kokol|Frank Coraci|Jennifer Taylor|James Bates Jr.|Kelly Hare|Dawn Birch|Steve Raulerson|Christopher Mugglebee|Brett Rice|John Farley|Kevin P. Farley|Lee Corso|Bill Cowher|Dan Fouts|Chris Fowler|Jimmy Johnson|Brent Musburger|Dan Patrick|Lynn Swann|Lawrence Taylor|Paul Wight|Jamie Williams|Marc Kittay|Matt Baylis|Jack Carroll|Tom Nowicki|Ric Swezey|Matthew Lussier|Haven Gaston|Mike Hold|Kevin Reid|Mattie Wolf|Phyllis Alia|Dave Wagner|Tina Barr|Michael Giarraputo|Marty Eli Schwartz|Jennifer Basa|Renee Behan|Nathan Benson|Aaron J. Brooks|Brian Brophy|Philip Centanni|Tony Collucci|Bill DeMott|Louise Denecke|Will Green|Jeff Greer|Heather Hegeman|Stephen Krstulich|Dave Mallow|Patrick Martin Jr.|Ken McCoy|Travis McGehee|Kevin McGuire|Lisa Michele McTigue|Soon Hee Newbold|Michael Newman|Skye Noel|Michael S. Nunez|Patrick O'Hara|Mazio Royster|Christie Sanders|Chay Santini|Jenn Schneider|Michele Simms|Wesley Smith|Jeff Standard|Rando Thomas|Todd Thompson|Jordan Werner
tt0118998,Eddie Murphy|Ossie Davis|Oliver Platt|Peter Boyle|Richard Schiff|Kristen Wilson|Jeffrey Tambor|Kyla Pratt|Raven-Symoné|Steven Gilborn|Erik Dellums|June Christopher|Cherie Franklin|Mark Adair-Rios|Don Calfa|Arnold F. Turner|Kay Yamamoto|Kellye Nakahara|Beth Grant|Yule Caise|Brian Kwan|L. Peter Callender|Charles Branklyn|Cliff McLaughlin|Richard Penn|John Lafayette|Raymond Matthew Mason|Dari Gerard Smith|Karl T. Wright|Stan Sellers|Ming Lo|Norm MacDonald|Albert Brooks|Chris Rock|Reni Santoni|John Leguizamo|Julie Kavner|Garry Shandling|Ellen DeGeneres|Brian Doyle-Murray|Phil Proctor|Jenna Elfman|Gilbert Gottfried|Phyllis Katz|Douglas Shamburger|Jeff Doucette|Archie Hahn|Tom Towles|Eddie Frierson|Paul Reubens|Royce D. Applegate|James F. Dean|Chad Einbinder|Jonathan Lipnicki|Hamilton Camp|Kerrigan Mahan|Paul Giamatti|Crystal the Monkey|Kellan Patrick|Pruitt Taylor Vince
tt0120812,Ken Leung|Jackie Chan|Tom Wilkinson|Tzi Ma|Robert Littman|Michael Chow|Julia Hsu|Chris Tucker|Chris Penn|Kai Lennox|Larry Sullivan|Yang Lin|Roger Fan|George Cheung|Lucy Lin|Rex Linn|Mark Rolston|Elizabeth Peña|Philip Baker Hall|Jason Davis|John Hawkes|Gene LeBell|Wayne King|Manny Perry|Kevin L. Jackson|Ronald D. Brown|Clifton Powell|Matthew Barry|Stanley DeSantis|Dan Martin|Kevin Lowe|Billy Devlin|Tommy Bush|Barry Shabaka Henley|Albert Wong|Ai Wan|Lydia Look|Sumiko 'Osumi' Yahagi|Man-Ching Chan|Ken Lo|Stuart W. Yee|Chung Chi Li|Andy Cheng|Christine Ng|Frances Fong|Robert Kotecki|Mike Ashley|Ada Tai|Arlene Tai|Nina Ameri|Stephen Blackehart|Michael Finuoli|Victoria Genisce|Sarah Krasner|Yung Kwan|James Lew|Mars|Jody Millard|Deirdre O'Brien|Norman D. Wilson
tt0120647,Robert Duvall|Téa Leoni|Elijah Wood|Vanessa Redgrave|Morgan Freeman|Maximilian Schell|James Cromwell|Ron Eldard|Jon Favreau|Laura Innes|Mary McCormack|Richard Schiff|Leelee Sobieski|Blair Underwood|Dougray Scott|Gary Werntz|Bruce Weitz|Betsy Brantley|O'Neal Compton|Rya Kihlstedt|Aleksandr Baluev|Caitlin Fein|Amanda Fein|Joe Urla|Una Damon|Mark Moses|Derek de Lint|Charles Dumas|Suzy Nakamura|Alimi Ballard|W. Earl Brown|Katie Hagan|Denise Crosby|Frank Whiteman|Jason Dohring|Jasmine Harrison|Rahi Azizi|Hannah Leder|Tucker Smallwood|Merrin Dungey|Kimberly Huie|William Fair|Francis X. McCarthy|Ellen Bry|Lisa Ann Grant|Leslie Dilley|Concetta Tomei|Mike O'Malley|Kurtwood Smith|Gerry Griffin|Charlie Hartsock|Jennifer Jostyn|Don Handfield|Jason Frasca|Cynthia Ettinger|Benjamin Stralka|Stephanie Patton|Michael Winters|John Ducey|Christopher Darga|Joshua Colwell|Cornelius Lewis|Kevin LaRosa|Janette Andrade|Ethan Aronoff|James E. Ash|Matt Bennett|Len Berdick|Cullen G. Chambers|Charles Rahi Chun|William Driver|Michael Eskridge|Pamela Fischer|Shannon Frank|Sommer Garcia|Philip M. Gardiner|Bob Glouberman|Phil Hawn|Arden James|Jason Lamey|Renee McClellan|Paul McMichael|Jody Millard|George F. Miller|Joseph Ashton Montgomery|Philip Ng|Renee Pezzotta|Mic Rodgers|Leo Rogstad|Thomas Rosales Jr.|Charles Martin Smith|Nick Stellate|Tai|Eric Alan Wendell
tt0120685,Matthew Broderick|Jean Reno|Maria Pitillo|Hank Azaria|Kevin Dunn|Michael Lerner|Harry Shearer|Arabella Field|Vicki Lewis|Doug Savant|Malcolm Danare|Lorry Goldman|Christian Aubert|Philippe Bergeron|Frank Bruynbroek|François Giroday|Nicholas J. Giangiulio|Robert Lesser|Ralph Manza|Greg Callahan|Chris Ellis|Nancy Cartwright|Richard Gant|Jack Moore|Steve Giannelli|Brian Farabaugh|Stephen Xavier Lee|Bodhi Elfman|Rich Grosso|Lloyd Kino|Toshi Toda|Clyde Kusatsu|Masaya Katô|Glenn Morshower|Lola Pashalinski|Rob Fukuzaki|Dale Harimoto|Gary W. Cruz|Derek Webster|Stuart Fratkin|Frank Cilberg|Jason Edward Jones|Roger McIntyre|David Pressman|Robert Faltisco|Christopher Darius Maleki|Scott Lusby|Ali Afshar|Terence Paul Winter|Kirk Geiger|Pat Mastroianni|Eric Saiet|Burt Bulos|Robert Floyd|Seth Peterson|Jamison Yang|Nathan Anderson|Mark Munafo|Dwight Schmidt|Dwayne Swingler|Lawton Paseka|Greg Collins|James Black|Thomas Giuseppe Giantonelli|Paul Ware|Montae Russell|Christopher Carruthers|Daniel Pearce|Mark Fite|Craig Castaldo|Eric Paskel|Lee Weaver|Leonard Termo|Joshua Taylor|Al Sapienza|Stoney Westmoreland|Gary Warner|Ed Wheeler|Bill Hoag|Joseph Badalucco Jr.|Jonathan Dienst|Ben Baird|Madeline McFadden|Julian M. Phillips|Raymond Ramos|Gary A. Hecker|Frank Welker|Jonathan Baltzer|Ben Bode|Dara J. Bragg|Kurt Carley|George Cheung|Christopher Del Gaudio|Patrick Ferraro|Mary Ann Giannino|Brandon Gilberstadt|Ed Godziszewski|Al Goto|Carmi Greene|Lincoln D. Hiatt|Steven Ho|John Koyama|Stuart D. Latham|Al Leong|Ken Lerner|Greg Mattson|Salvatore Paul Piro|Lance Reddick|Judy Reyes|Leif Riddell|Fred Sanders|Tadao Tomomatsu|Michael Tota|John Wilkie
tt0129290,Robin Williams|Daniel London|Monica Potter|Philip Seymour Hoffman|Bob Gunton|Josef Sommer|Irma P. Hall|Frances Lee McCain|Harve Presnell|Daniella Kuhn|Peter Coyote|James Greene|Michael Jeter|Harold Gould|Bruce Bohne|Harry Groener|Barry Shabaka Henley|Steven Anthony Jones|Richard Kiley|Douglas Roberts|Ellen Albertini Dow|Alan Tudyk|Ryan Hurst|Peter Siteri|Don West|Domenique Lozano|Ralph Peduto|Ken Hoffman|Roy Conrad|Jay Jacobus|Dot-Marie Jones|Geoff Fiorito|Samuel Sheng|Kathleen Stefano|Piers Mackenzie|Alex Gonzalez|Ismael 'East' Carlo|Jake Bowen|Cameron Brooke Stanley|Jamieson Downes|Jena Marie Thomas|Wesley G. Haines|Aaron Alexander|Amadeius Cheadle|David Cooper|Peter Idiart|Tim Johnson|Kate Keith|Alberto Rocha|Domonique Tate|Joseph Trefry|Richard Silberg|William Joseph Scharff|James Anthony Cotton|Michael X. Sommers|Howard Allison Williams|David Fine|James Carraway|J. Stephen Coyle|Wanda McCaddon|Wanda Christine|Lorri Holt|Stephanie Smith|Mary DeLorenzo|Vivis Colombetti|Donna Kimball|Norman Alden|Lydell M. Cheshier|Diane Amos|Sonya Eddy|Kelvin Han Yee|Doreen Foo Croft|Bill Roberson|Randy Oglesby|Vilma Vitanva|Bonnie Johnson|Helen Tourtillott|Christine Pineda|Karen Ann Pavlick|James Allen|Katherine Fitzhugh|Kyle Timothy Smith|Jonathan Holder|Renee Rogers|Shannon Orrock|Don Rizzo|George Lee|Dan Hannafin|Roger W. Durrett|Richard C. Adkins|Ralph David Westfall|Bob Feaster|Thom McIntyre|Alfred Salley|Michael Stanton Kennedy|David Acuff|Andy Arness|David Babich|Jason Aaron Baca|Rick Camp|Mike Casey|Alan Coppola|Patricia M. Fairchild|Jessica Hilbrect|Alan Home|Mylo Ironbear|Alexander Kanellakos|Jim Krist|Tessa Martin|Thomas L. McIntyre|Brianna Meighan|Katherine Mitchell|Tom P. Murphy|Kevie Penny|Steve C. Porter|Jeff Rankin|Brian T. Rice|Jonathan Schancupp|Hester Schell|Greg Sestero|Greg Taylor|Darrin Vanderpan|Erick Vinther|James Marshall Wolchok
